source_dataset,sample_scope,jst_hour,state,window_sec,event_n
OLD_1M,PRIMARY_CLEAN,12,BUY_TRAPPED,180,5
OLD_1M,PRIMARY_CLEAN,12,BUY_TRAPPED,300,3
OLD_1M,PRIMARY_CLEAN,12,BUY_TRAPPED,900,1
OLD_1M,PRIMARY_CLEAN,12,SELL_EFFECTIVE,30,2
OLD_1M,PRIMARY_CLEAN,12,SELL_EFFECTIVE,60,2
OLD_1M,PRIMARY_CLEAN,12,SELL_STALLED,30,2
OLD_1M,PRIMARY_CLEAN,12,SELL_STALLED,60,1
OLD_1M,PRIMARY_CLEAN,13,BUY_EFFECTIVE,30,21
OLD_1M,PRIMARY_CLEAN,13,BUY_EFFECTIVE,60,23
OLD_1M,PRIMARY_CLEAN,13,BUY_EFFECTIVE,180,13
OLD_1M,PRIMARY_CLEAN,13,BUY_EFFECTIVE,300,6
OLD_1M,PRIMARY_CLEAN,13,BUY_STALLED,30,42
OLD_1M,PRIMARY_CLEAN,13,BUY_STALLED,60,11
OLD_1M,PRIMARY_CLEAN,13,BUY_STALLED,180,3
OLD_1M,PRIMARY_CLEAN,13,BUY_STALLED,300,6
OLD_1M,PRIMARY_CLEAN,13,BUY_TRAPPED,30,7
OLD_1M,PRIMARY_CLEAN,13,BUY_TRAPPED,60,7
OLD_1M,PRIMARY_CLEAN,13,SELL_EFFECTIVE,30,16
OLD_1M,PRIMARY_CLEAN,13,SELL_EFFECTIVE,60,14
OLD_1M,PRIMARY_CLEAN,13,SELL_EFFECTIVE,180,6
OLD_1M,PRIMARY_CLEAN,13,SELL_EFFECTIVE,300,2
OLD_1M,PRIMARY_CLEAN,13,SELL_STALLED,30,23
OLD_1M,PRIMARY_CLEAN,13,SELL_STALLED,60,5
OLD_1M,PRIMARY_CLEAN,13,SELL_TRAPPED,30,8
OLD_1M,PRIMARY_CLEAN,13,SELL_TRAPPED,60,5
OLD_1M,PRIMARY_CLEAN,13,SELL_TRAPPED,180,1
OLD_1M,PRIMARY_CLEAN,14,BUY_EFFECTIVE,30,31
OLD_1M,PRIMARY_CLEAN,14,BUY_EFFECTIVE,60,14
OLD_1M,PRIMARY_CLEAN,14,BUY_EFFECTIVE,180,12
OLD_1M,PRIMARY_CLEAN,14,BUY_EFFECTIVE,300,1
OLD_1M,PRIMARY_CLEAN,14,BUY_STALLED,30,30
OLD_1M,PRIMARY_CLEAN,14,BUY_STALLED,60,5
OLD_1M,PRIMARY_CLEAN,14,BUY_STALLED,180,5
OLD_1M,PRIMARY_CLEAN,14,BUY_STALLED,300,3
OLD_1M,PRIMARY_CLEAN,14,BUY_TRAPPED,30,5
OLD_1M,PRIMARY_CLEAN,14,BUY_TRAPPED,60,1
OLD_1M,PRIMARY_CLEAN,14,BUY_TRAPPED,180,3
OLD_1M,PRIMARY_CLEAN,14,BUY_TRAPPED,300,2
OLD_1M,PRIMARY_CLEAN,14,SELL_EFFECTIVE,30,44
OLD_1M,PRIMARY_CLEAN,14,SELL_EFFECTIVE,60,43
OLD_1M,PRIMARY_CLEAN,14,SELL_EFFECTIVE,180,32
OLD_1M,PRIMARY_CLEAN,14,SELL_EFFECTIVE,300,22
OLD_1M,PRIMARY_CLEAN,14,SELL_EFFECTIVE,900,1
OLD_1M,PRIMARY_CLEAN,14,SELL_EFFECTIVE,1800,2
OLD_1M,PRIMARY_CLEAN,14,SELL_STALLED,30,58
OLD_1M,PRIMARY_CLEAN,14,SELL_STALLED,60,18
OLD_1M,PRIMARY_CLEAN,14,SELL_STALLED,180,18
OLD_1M,PRIMARY_CLEAN,14,SELL_STALLED,300,9
OLD_1M,PRIMARY_CLEAN,14,SELL_TRAPPED,30,13
OLD_1M,PRIMARY_CLEAN,14,SELL_TRAPPED,60,7
OLD_1M,PRIMARY_CLEAN,14,SELL_TRAPPED,180,1
OLD_1M,PRIMARY_CLEAN,15,BUY_EFFECTIVE,30,36
OLD_1M,PRIMARY_CLEAN,15,BUY_EFFECTIVE,60,23
OLD_1M,PRIMARY_CLEAN,15,BUY_EFFECTIVE,180,8
OLD_1M,PRIMARY_CLEAN,15,BUY_EFFECTIVE,300,3
OLD_1M,PRIMARY_CLEAN,15,BUY_STALLED,30,36
OLD_1M,PRIMARY_CLEAN,15,BUY_STALLED,60,17
OLD_1M,PRIMARY_CLEAN,15,BUY_STALLED,180,9
OLD_1M,PRIMARY_CLEAN,15,BUY_STALLED,300,1
OLD_1M,PRIMARY_CLEAN,15,BUY_TRAPPED,30,8
OLD_1M,PRIMARY_CLEAN,15,BUY_TRAPPED,60,8
OLD_1M,PRIMARY_CLEAN,15,BUY_TRAPPED,180,5
OLD_1M,PRIMARY_CLEAN,15,SELL_EFFECTIVE,30,35
OLD_1M,PRIMARY_CLEAN,15,SELL_EFFECTIVE,60,20
OLD_1M,PRIMARY_CLEAN,15,SELL_EFFECTIVE,180,5
OLD_1M,PRIMARY_CLEAN,15,SELL_EFFECTIVE,300,3
OLD_1M,PRIMARY_CLEAN,15,SELL_STALLED,30,34
OLD_1M,PRIMARY_CLEAN,15,SELL_STALLED,60,16
OLD_1M,PRIMARY_CLEAN,15,SELL_STALLED,180,1
OLD_1M,PRIMARY_CLEAN,15,SELL_STALLED,300,2
OLD_1M,PRIMARY_CLEAN,15,SELL_TRAPPED,30,6
OLD_1M,PRIMARY_CLEAN,15,SELL_TRAPPED,60,7
OLD_1M,PRIMARY_CLEAN,15,SELL_TRAPPED,180,1
OLD_1M,PRIMARY_CLEAN,16,BUY_EFFECTIVE,30,30
OLD_1M,PRIMARY_CLEAN,16,BUY_EFFECTIVE,60,26
OLD_1M,PRIMARY_CLEAN,16,BUY_EFFECTIVE,180,22
OLD_1M,PRIMARY_CLEAN,16,BUY_EFFECTIVE,300,8
OLD_1M,PRIMARY_CLEAN,16,BUY_EFFECTIVE,900,1
OLD_1M,PRIMARY_CLEAN,16,BUY_STALLED,30,55
OLD_1M,PRIMARY_CLEAN,16,BUY_STALLED,60,36
OLD_1M,PRIMARY_CLEAN,16,BUY_STALLED,180,25
OLD_1M,PRIMARY_CLEAN,16,BUY_STALLED,300,15
OLD_1M,PRIMARY_CLEAN,16,BUY_TRAPPED,30,17
OLD_1M,PRIMARY_CLEAN,16,BUY_TRAPPED,60,15
OLD_1M,PRIMARY_CLEAN,16,BUY_TRAPPED,180,11
OLD_1M,PRIMARY_CLEAN,16,BUY_TRAPPED,300,7
OLD_1M,PRIMARY_CLEAN,16,SELL_EFFECTIVE,30,20
OLD_1M,PRIMARY_CLEAN,16,SELL_EFFECTIVE,60,18
OLD_1M,PRIMARY_CLEAN,16,SELL_EFFECTIVE,180,5
OLD_1M,PRIMARY_CLEAN,16,SELL_STALLED,30,23
OLD_1M,PRIMARY_CLEAN,16,SELL_STALLED,60,9
OLD_1M,PRIMARY_CLEAN,16,SELL_TRAPPED,30,3
OLD_1M,PRIMARY_CLEAN,16,SELL_TRAPPED,60,1
OLD_1M,PRIMARY_CLEAN,17,BUY_EFFECTIVE,30,28
OLD_1M,PRIMARY_CLEAN,17,BUY_EFFECTIVE,60,24
OLD_1M,PRIMARY_CLEAN,17,BUY_EFFECTIVE,180,4
OLD_1M,PRIMARY_CLEAN,17,BUY_EFFECTIVE,300,3
OLD_1M,PRIMARY_CLEAN,17,BUY_EFFECTIVE,1800,5
OLD_1M,PRIMARY_CLEAN,17,BUY_STALLED,30,35
OLD_1M,PRIMARY_CLEAN,17,BUY_STALLED,60,24
OLD_1M,PRIMARY_CLEAN,17,BUY_STALLED,180,2
OLD_1M,PRIMARY_CLEAN,17,BUY_TRAPPED,30,5
OLD_1M,PRIMARY_CLEAN,17,BUY_TRAPPED,60,5
OLD_1M,PRIMARY_CLEAN,17,BUY_TRAPPED,180,1
OLD_1M,PRIMARY_CLEAN,17,SELL_EFFECTIVE,30,29
OLD_1M,PRIMARY_CLEAN,17,SELL_EFFECTIVE,60,19
OLD_1M,PRIMARY_CLEAN,17,SELL_EFFECTIVE,180,11
OLD_1M,PRIMARY_CLEAN,17,SELL_EFFECTIVE,300,6
OLD_1M,PRIMARY_CLEAN,17,SELL_EFFECTIVE,900,2
OLD_1M,PRIMARY_CLEAN,17,SELL_STALLED,30,32
OLD_1M,PRIMARY_CLEAN,17,SELL_STALLED,60,20
OLD_1M,PRIMARY_CLEAN,17,SELL_STALLED,300,3
OLD_1M,PRIMARY_CLEAN,17,SELL_TRAPPED,30,2
OLD_1M,PRIMARY_CLEAN,17,SELL_TRAPPED,60,4
OLD_1M,PRIMARY_CLEAN,17,SELL_TRAPPED,180,3
OLD_1M,PRIMARY_CLEAN,17,SELL_TRAPPED,300,1
OLD_1M,PRIMARY_CLEAN,18,BUY_EFFECTIVE,30,36
OLD_1M,PRIMARY_CLEAN,18,BUY_EFFECTIVE,60,22
OLD_1M,PRIMARY_CLEAN,18,BUY_EFFECTIVE,180,10
OLD_1M,PRIMARY_CLEAN,18,BUY_EFFECTIVE,300,6
OLD_1M,PRIMARY_CLEAN,18,BUY_STALLED,30,67
OLD_1M,PRIMARY_CLEAN,18,BUY_STALLED,60,21
OLD_1M,PRIMARY_CLEAN,18,BUY_STALLED,180,6
OLD_1M,PRIMARY_CLEAN,18,BUY_TRAPPED,30,7
OLD_1M,PRIMARY_CLEAN,18,BUY_TRAPPED,60,7
OLD_1M,PRIMARY_CLEAN,18,BUY_TRAPPED,180,3
OLD_1M,PRIMARY_CLEAN,18,SELL_EFFECTIVE,30,30
OLD_1M,PRIMARY_CLEAN,18,SELL_EFFECTIVE,60,29
OLD_1M,PRIMARY_CLEAN,18,SELL_EFFECTIVE,180,10
OLD_1M,PRIMARY_CLEAN,18,SELL_EFFECTIVE,300,3
OLD_1M,PRIMARY_CLEAN,18,SELL_STALLED,30,45
OLD_1M,PRIMARY_CLEAN,18,SELL_STALLED,60,22
OLD_1M,PRIMARY_CLEAN,18,SELL_STALLED,180,11
OLD_1M,PRIMARY_CLEAN,18,SELL_STALLED,300,4
OLD_1M,PRIMARY_CLEAN,18,SELL_TRAPPED,30,1
OLD_1M,PRIMARY_CLEAN,18,SELL_TRAPPED,60,1
OLD_1M,PRIMARY_CLEAN,18,SELL_TRAPPED,180,2
OLD_1M,PRIMARY_CLEAN,18,SELL_TRAPPED,300,3
OLD_1M,PRIMARY_CLEAN,19,BUY_EFFECTIVE,30,42
OLD_1M,PRIMARY_CLEAN,19,BUY_EFFECTIVE,60,43
OLD_1M,PRIMARY_CLEAN,19,BUY_EFFECTIVE,180,17
OLD_1M,PRIMARY_CLEAN,19,BUY_EFFECTIVE,300,5
OLD_1M,PRIMARY_CLEAN,19,BUY_EFFECTIVE,900,1
OLD_1M,PRIMARY_CLEAN,19,BUY_EFFECTIVE,1800,1
OLD_1M,PRIMARY_CLEAN,19,BUY_STALLED,30,85
OLD_1M,PRIMARY_CLEAN,19,BUY_STALLED,60,41
OLD_1M,PRIMARY_CLEAN,19,BUY_STALLED,180,16
OLD_1M,PRIMARY_CLEAN,19,BUY_STALLED,300,10
OLD_1M,PRIMARY_CLEAN,19,BUY_STALLED,900,1
OLD_1M,PRIMARY_CLEAN,19,BUY_TRAPPED,30,9
OLD_1M,PRIMARY_CLEAN,19,BUY_TRAPPED,60,6
OLD_1M,PRIMARY_CLEAN,19,BUY_TRAPPED,180,1
OLD_1M,PRIMARY_CLEAN,19,BUY_TRAPPED,300,3
OLD_1M,PRIMARY_CLEAN,19,SELL_EFFECTIVE,30,62
OLD_1M,PRIMARY_CLEAN,19,SELL_EFFECTIVE,60,37
OLD_1M,PRIMARY_CLEAN,19,SELL_EFFECTIVE,180,18
OLD_1M,PRIMARY_CLEAN,19,SELL_EFFECTIVE,300,12
OLD_1M,PRIMARY_CLEAN,19,SELL_EFFECTIVE,900,1
OLD_1M,PRIMARY_CLEAN,19,SELL_STALLED,30,56
OLD_1M,PRIMARY_CLEAN,19,SELL_STALLED,60,37
OLD_1M,PRIMARY_CLEAN,19,SELL_STALLED,180,6
OLD_1M,PRIMARY_CLEAN,19,SELL_TRAPPED,30,5
OLD_1M,PRIMARY_CLEAN,19,SELL_TRAPPED,60,6
OLD_1M,PRIMARY_CLEAN,19,SELL_TRAPPED,180,2
OLD_1M,PRIMARY_CLEAN,20,BUY_EFFECTIVE,30,39
OLD_1M,PRIMARY_CLEAN,20,BUY_EFFECTIVE,60,32
OLD_1M,PRIMARY_CLEAN,20,BUY_EFFECTIVE,180,14
OLD_1M,PRIMARY_CLEAN,20,BUY_EFFECTIVE,300,13
OLD_1M,PRIMARY_CLEAN,20,BUY_STALLED,30,51
OLD_1M,PRIMARY_CLEAN,20,BUY_STALLED,60,22
OLD_1M,PRIMARY_CLEAN,20,BUY_STALLED,180,5
OLD_1M,PRIMARY_CLEAN,20,BUY_STALLED,300,3
OLD_1M,PRIMARY_CLEAN,20,BUY_TRAPPED,30,5
OLD_1M,PRIMARY_CLEAN,20,BUY_TRAPPED,60,4
OLD_1M,PRIMARY_CLEAN,20,BUY_TRAPPED,180,4
OLD_1M,PRIMARY_CLEAN,20,BUY_TRAPPED,300,2
OLD_1M,PRIMARY_CLEAN,20,SELL_EFFECTIVE,30,29
OLD_1M,PRIMARY_CLEAN,20,SELL_EFFECTIVE,60,26
OLD_1M,PRIMARY_CLEAN,20,SELL_EFFECTIVE,180,17
OLD_1M,PRIMARY_CLEAN,20,SELL_EFFECTIVE,300,7
OLD_1M,PRIMARY_CLEAN,20,SELL_EFFECTIVE,900,7
OLD_1M,PRIMARY_CLEAN,20,SELL_EFFECTIVE,1800,6
OLD_1M,PRIMARY_CLEAN,20,SELL_STALLED,30,60
OLD_1M,PRIMARY_CLEAN,20,SELL_STALLED,60,23
OLD_1M,PRIMARY_CLEAN,20,SELL_STALLED,180,5
OLD_1M,PRIMARY_CLEAN,20,SELL_STALLED,300,4
OLD_1M,PRIMARY_CLEAN,20,SELL_TRAPPED,30,8
OLD_1M,PRIMARY_CLEAN,20,SELL_TRAPPED,60,2
OLD_1M,PRIMARY_CLEAN,21,BUY_EFFECTIVE,30,60
OLD_1M,PRIMARY_CLEAN,21,BUY_EFFECTIVE,60,57
OLD_1M,PRIMARY_CLEAN,21,BUY_EFFECTIVE,180,35
OLD_1M,PRIMARY_CLEAN,21,BUY_EFFECTIVE,300,11
OLD_1M,PRIMARY_CLEAN,21,BUY_EFFECTIVE,900,7
OLD_1M,PRIMARY_CLEAN,21,BUY_EFFECTIVE,1800,9
OLD_1M,PRIMARY_CLEAN,21,BUY_STALLED,30,70
OLD_1M,PRIMARY_CLEAN,21,BUY_STALLED,60,35
OLD_1M,PRIMARY_CLEAN,21,BUY_STALLED,180,12
OLD_1M,PRIMARY_CLEAN,21,BUY_STALLED,300,7
OLD_1M,PRIMARY_CLEAN,21,BUY_STALLED,1800,1
OLD_1M,PRIMARY_CLEAN,21,BUY_TRAPPED,30,15
OLD_1M,PRIMARY_CLEAN,21,BUY_TRAPPED,60,7
OLD_1M,PRIMARY_CLEAN,21,BUY_TRAPPED,180,1
OLD_1M,PRIMARY_CLEAN,21,BUY_TRAPPED,300,3
OLD_1M,PRIMARY_CLEAN,21,SELL_EFFECTIVE,30,63
OLD_1M,PRIMARY_CLEAN,21,SELL_EFFECTIVE,60,44
OLD_1M,PRIMARY_CLEAN,21,SELL_EFFECTIVE,180,11
OLD_1M,PRIMARY_CLEAN,21,SELL_EFFECTIVE,300,10
OLD_1M,PRIMARY_CLEAN,21,SELL_STALLED,30,45
OLD_1M,PRIMARY_CLEAN,21,SELL_STALLED,60,11
OLD_1M,PRIMARY_CLEAN,21,SELL_STALLED,180,1
OLD_1M,PRIMARY_CLEAN,21,SELL_TRAPPED,30,6
OLD_1M,PRIMARY_CLEAN,21,SELL_TRAPPED,60,1
OLD_1M,PRIMARY_CLEAN,22,BUY_EFFECTIVE,30,82
OLD_1M,PRIMARY_CLEAN,22,BUY_EFFECTIVE,60,56
OLD_1M,PRIMARY_CLEAN,22,BUY_EFFECTIVE,180,32
OLD_1M,PRIMARY_CLEAN,22,BUY_EFFECTIVE,300,20
OLD_1M,PRIMARY_CLEAN,22,BUY_EFFECTIVE,900,1
OLD_1M,PRIMARY_CLEAN,22,BUY_STALLED,30,77
OLD_1M,PRIMARY_CLEAN,22,BUY_STALLED,60,31
OLD_1M,PRIMARY_CLEAN,22,BUY_STALLED,180,3
OLD_1M,PRIMARY_CLEAN,22,BUY_STALLED,300,1
OLD_1M,PRIMARY_CLEAN,22,BUY_TRAPPED,30,20
OLD_1M,PRIMARY_CLEAN,22,BUY_TRAPPED,60,15
OLD_1M,PRIMARY_CLEAN,22,BUY_TRAPPED,180,2
OLD_1M,PRIMARY_CLEAN,22,BUY_TRAPPED,300,3
OLD_1M,PRIMARY_CLEAN,22,SELL_EFFECTIVE,30,66
OLD_1M,PRIMARY_CLEAN,22,SELL_EFFECTIVE,60,52
OLD_1M,PRIMARY_CLEAN,22,SELL_EFFECTIVE,180,21
OLD_1M,PRIMARY_CLEAN,22,SELL_EFFECTIVE,300,8
OLD_1M,PRIMARY_CLEAN,22,SELL_STALLED,30,50
OLD_1M,PRIMARY_CLEAN,22,SELL_STALLED,60,35
OLD_1M,PRIMARY_CLEAN,22,SELL_STALLED,180,5
OLD_1M,PRIMARY_CLEAN,22,SELL_TRAPPED,30,26
OLD_1M,PRIMARY_CLEAN,22,SELL_TRAPPED,60,20
OLD_1M,PRIMARY_CLEAN,22,SELL_TRAPPED,180,4
OLD_1M,PRIMARY_CLEAN,23,BUY_EFFECTIVE,30,108
OLD_1M,PRIMARY_CLEAN,23,BUY_EFFECTIVE,60,62
OLD_1M,PRIMARY_CLEAN,23,BUY_EFFECTIVE,180,19
OLD_1M,PRIMARY_CLEAN,23,BUY_EFFECTIVE,300,5
OLD_1M,PRIMARY_CLEAN,23,BUY_STALLED,30,70
OLD_1M,PRIMARY_CLEAN,23,BUY_STALLED,60,36
OLD_1M,PRIMARY_CLEAN,23,BUY_STALLED,180,7
OLD_1M,PRIMARY_CLEAN,23,BUY_TRAPPED,30,22
OLD_1M,PRIMARY_CLEAN,23,BUY_TRAPPED,60,14
OLD_1M,PRIMARY_CLEAN,23,BUY_TRAPPED,180,5
OLD_1M,PRIMARY_CLEAN,23,SELL_EFFECTIVE,30,148
OLD_1M,PRIMARY_CLEAN,23,SELL_EFFECTIVE,60,106
OLD_1M,PRIMARY_CLEAN,23,SELL_EFFECTIVE,180,45
OLD_1M,PRIMARY_CLEAN,23,SELL_EFFECTIVE,300,32
OLD_1M,PRIMARY_CLEAN,23,SELL_STALLED,30,95
OLD_1M,PRIMARY_CLEAN,23,SELL_STALLED,60,44
OLD_1M,PRIMARY_CLEAN,23,SELL_STALLED,180,19
OLD_1M,PRIMARY_CLEAN,23,SELL_STALLED,300,7
OLD_1M,PRIMARY_CLEAN,23,SELL_TRAPPED,30,24
OLD_1M,PRIMARY_CLEAN,23,SELL_TRAPPED,60,23
OLD_1M,PRIMARY_CLEAN,23,SELL_TRAPPED,180,8
OLD_1M,PRIMARY_CLEAN,23,SELL_TRAPPED,300,4
