native_timeframe,direction_class,hypothesis,state,window_sec,horizon_sec,native_agreement,n,match_pct,signed_mean_bps,signed_median_bps
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,180,MISSING,17,47.05882352941177,-0.5431224747058825,-0.89622488
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,180,NATIVE_STALLED,4,0.0,-1.6791291225,-0.831771375
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,180,OPPOSITE_DIRECTION,12,33.333333333333336,-1.8802832416666664,-1.38374364
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,180,SAME_DIRECTION,12,100.0,11.534774125833332,6.254570645
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,180,STALE,5,80.0,1.2077814500000001,1.38735604
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,300,MISSING,17,29.41176470588235,-0.377096131764706,-1.56676011
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,300,NATIVE_STALLED,4,0.0,-3.18726276,-2.39374069
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,300,OPPOSITE_DIRECTION,12,66.66666666666667,-0.4801118433333332,1.88505783
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,300,SAME_DIRECTION,9,100.0,21.536902246666664,14.00597359
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,300,STALE,5,100.0,2.842176102,1.93643194
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,600,MISSING,17,5.882352941176471,-4.024612683529411,-3.80971108
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,600,NATIVE_STALLED,4,0.0,-1.6324745775,-1.189385405
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,600,OPPOSITE_DIRECTION,10,50.0,0.06255272699999966,1.3875271949999997
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,600,SAME_DIRECTION,8,100.0,23.146390240000002,19.324141824999998
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,300,600,STALE,5,80.0,2.070202334,0.7027374
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,60,MISSING,2,0.0,-1.4980328699999998,-1.4980328699999998
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,60,OPPOSITE_DIRECTION,1,0.0,-3.82500152,-3.82500152
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,180,MISSING,2,0.0,-9.58230608,-9.58230608
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,180,OPPOSITE_DIRECTION,1,0.0,-4.08933089,-4.08933089
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,300,MISSING,2,0.0,-16.563051955,-16.563051955
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,300,OPPOSITE_DIRECTION,1,0.0,-3.07865976,-3.07865976
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,600,MISSING,2,0.0,-32.59291762,-32.59291762
10m,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,900,600,OPPOSITE_DIRECTION,1,0.0,-4.36920905,-4.36920905
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,60,MISSING,308,52.5974025974026,0.29693896840909073,0.08477955
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,60,NATIVE_STALLED,6,33.333333333333336,-1.3818351266666669,-0.58308424
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,60,OPPOSITE_DIRECTION,190,60.0,0.7415375635789478,0.476324015
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,60,SAME_DIRECTION,184,54.34782608695652,0.26611077494565216,0.187401535
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,60,STALE,118,53.389830508474574,0.35708393533898264,0.46760755
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,180,MISSING,301,52.82392026578073,0.5100475682059805,0.38442081
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,180,NATIVE_STALLED,5,0.0,-3.03192452,-2.88462138
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,180,OPPOSITE_DIRECTION,183,58.46994535519126,2.120360025519125,0.50044258
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,180,SAME_DIRECTION,174,56.32183908045977,0.9187710367241376,0.641555835
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,180,STALE,113,61.06194690265487,1.7276378405309731,1.48148841
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,300,MISSING,292,52.397260273972606,0.26397187760273977,0.345738195
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,300,NATIVE_STALLED,5,0.0,-3.2832299419999997,-2.56560166
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,300,OPPOSITE_DIRECTION,175,62.285714285714285,2.980773563314286,1.93373827
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,300,SAME_DIRECTION,166,51.204819277108435,-0.031618814638554815,0.078060625
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,300,STALE,111,59.45945945945946,4.166296927837839,1.92081855
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,600,MISSING,272,45.588235294117645,-1.276415140073529,-1.5672370249999998
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,600,NATIVE_STALLED,5,0.0,-5.150193668000001,-3.3275076
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,600,OPPOSITE_DIRECTION,168,60.714285714285715,2.868579644940477,1.41933027
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,600,SAME_DIRECTION,162,56.17283950617284,2.142788123086421,0.7179787550000001
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,30,600,STALE,107,54.205607476635514,2.9251752457009355,0.46780416
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,60,MISSING,225,52.44444444444444,0.29648666639999993,0.07693906
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,60,NATIVE_STALLED,4,25.0,-1.9722431974999999,-2.33783546
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,60,OPPOSITE_DIRECTION,154,53.896103896103895,0.03684401389610383,0.14049263499999998
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,60,SAME_DIRECTION,139,47.48201438848921,-0.0012227802877697038,-0.0
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,60,STALE,102,54.90196078431372,0.09723026343137249,0.24047491
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,180,MISSING,221,53.84615384615385,0.009462214298642694,0.29368621
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,180,NATIVE_STALLED,3,0.0,-5.468739243333334,-7.07991099
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,180,OPPOSITE_DIRECTION,145,50.3448275862069,0.3376042852413792,0.13982277
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,180,SAME_DIRECTION,132,42.42424242424242,-1.2736222416666665,-0.5626435
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,180,STALE,100,61.0,2.0131568587999995,1.327221485
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,300,MISSING,215,57.2093023255814,0.5534009064651159,1.16750286
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,300,NATIVE_STALLED,3,0.0,-5.510094323333334,-4.97401506
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,300,OPPOSITE_DIRECTION,140,50.0,0.3488856932857141,0.015535865
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,300,SAME_DIRECTION,130,37.69230769230769,-2.276797544538462,-1.052519925
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,300,STALE,100,60.0,5.183799215699999,1.8395898
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,600,MISSING,205,51.21951219512195,-0.6042143032682925,1.01374235
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,600,NATIVE_STALLED,3,0.0,-7.495753883333333,-7.31382875
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,600,OPPOSITE_DIRECTION,135,51.111111111111114,0.46685509140740705,0.15565268
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,600,SAME_DIRECTION,127,44.09448818897638,-1.2678613529133862,-0.7948085
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,60,600,STALE,98,47.95918367346939,3.4282653802040817,-0.718287515
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,60,MISSING,108,53.7037037037037,0.3247815561111111,0.390222495
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,60,NATIVE_STALLED,1,0.0,-5.24032995,-5.24032995
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,60,OPPOSITE_DIRECTION,96,44.791666666666664,0.002015460000000006,-0.0
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,60,SAME_DIRECTION,103,45.63106796116505,-0.28328065009708725,-0.0
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,60,STALE,49,59.183673469387756,0.11158296571428568,0.2962658
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,180,MISSING,103,56.310679611650485,0.2653680502912622,0.49366413
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,180,NATIVE_STALLED,1,0.0,-8.34397775,-8.34397775
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,180,OPPOSITE_DIRECTION,91,45.05494505494506,-0.6520262110989012,-0.04674878
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,180,SAME_DIRECTION,101,36.633663366336634,-0.9397427884158419,-1.04495815
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,180,STALE,49,59.183673469387756,0.575843919387755,0.63689518
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,300,MISSING,98,53.06122448979592,0.4906713116326526,0.58119398
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,300,NATIVE_STALLED,1,0.0,-6.69077842,-6.69077842
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,300,OPPOSITE_DIRECTION,85,49.411764705882355,-0.3833117440000002,-0.0155361
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,300,SAME_DIRECTION,101,39.603960396039604,-0.8551458755445545,-1.35998699
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,300,STALE,49,53.06122448979592,1.2781289904081634,0.09357601
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,600,MISSING,89,34.831460674157306,-2.3717377187640443,-2.43170205
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,600,NATIVE_STALLED,1,0.0,-8.04764957,-8.04764957
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,600,OPPOSITE_DIRECTION,81,54.32098765432099,-0.4696866490123462,0.63959665
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,600,SAME_DIRECTION,92,51.08695652173913,0.09305392771739145,0.07023800499999999
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,180,600,STALE,46,43.47826086956522,1.089468105869565,-0.84230129
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,60,MISSING,74,50.0,0.37535474918918926,0.030598915
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,60,OPPOSITE_DIRECTION,71,56.33802816901409,-0.11497145521126764,0.06240055
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,60,SAME_DIRECTION,87,45.97701149425287,-0.351108028045977,-0.0
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,60,STALE,37,59.45945945945946,0.5583015186486487,0.60582901
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,180,MISSING,71,45.070422535211264,-0.5303797699999996,-1.1076054
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,180,OPPOSITE_DIRECTION,67,49.25373134328358,0.1900067128358209,-0.17203575
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,180,SAME_DIRECTION,86,31.3953488372093,-1.1785479849999998,-1.12327914
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,180,STALE,37,56.75675675675676,1.2010815456756756,0.32798304
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,300,MISSING,71,59.15492957746479,-0.40007139774647893,1.4769208
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,300,OPPOSITE_DIRECTION,65,49.23076923076923,0.08030593476923095,-0.12470947
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,300,SAME_DIRECTION,85,42.35294117647059,-0.7655909292941177,-0.7797806
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,300,STALE,37,54.054054054054056,1.284806935135135,0.09357601
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,600,MISSING,63,23.80952380952381,-5.123479958888889,-5.89468772
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,600,OPPOSITE_DIRECTION,60,50.0,-0.33948745883333314,-4.6400000000001995e-06
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,600,SAME_DIRECTION,81,51.851851851851855,-0.08718412024691359,0.09375923
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,300,600,STALE,36,47.22222222222222,1.159796097777778,-1.005687245
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,60,MISSING,25,60.0,-0.0012750979999998368,0.3844214
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,60,OPPOSITE_DIRECTION,12,58.333333333333336,0.12169872750000003,0.14813016
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,60,SAME_DIRECTION,48,43.75,0.20302646208333341,-0.0
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,60,STALE,24,45.833333333333336,-0.35930143875,-0.007797185
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,180,MISSING,23,39.130434782608695,-1.8212107282608696,-4.38177734
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,180,OPPOSITE_DIRECTION,12,50.0,1.4585304725000003,0.272796275
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,180,SAME_DIRECTION,46,56.52173913043478,1.486203362173913,0.21084564500000003
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,180,STALE,24,29.166666666666668,-2.0469290870833334,-1.443637175
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,300,MISSING,23,39.130434782608695,0.17689551739130435,-0.72260889
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,300,OPPOSITE_DIRECTION,12,50.0,1.6704820133333333,0.226205175
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,300,SAME_DIRECTION,45,44.44444444444444,1.724350218222222,-0.57703135
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,300,STALE,24,16.666666666666668,-1.9362283416666666,-2.0221772099999997
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,600,MISSING,22,95.45454545454545,9.72803851090909,7.6040061649999995
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,600,OPPOSITE_DIRECTION,12,50.0,1.5051281650000001,-0.741012555
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,600,SAME_DIRECTION,44,47.72727272727273,0.21077090749999988,-0.14817250999999998
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,900,600,STALE,24,29.166666666666668,-2.6978206933333326,-2.13017533
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,60,OPPOSITE_DIRECTION,20,65.0,0.218382202,0.29715485
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,60,SAME_DIRECTION,10,30.0,-0.8038334200000001,-0.8657241149999999
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,60,STALE,4,0.0,-1.0957535125,-0.670498385
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,180,OPPOSITE_DIRECTION,20,65.0,1.1829686395,0.96055627
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,180,SAME_DIRECTION,10,30.0,-2.474488952,-2.891555445
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,180,STALE,4,25.0,-0.6668215275,-1.637251485
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,300,OPPOSITE_DIRECTION,20,55.0,1.0747520979999998,1.024330355
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,300,SAME_DIRECTION,10,30.0,-2.977378395,-1.647759795
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,300,STALE,4,50.0,1.1656972574999998,-0.79524748
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,600,OPPOSITE_DIRECTION,20,40.0,0.5063990015000001,-0.74929365
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,600,SAME_DIRECTION,10,40.0,-0.782323791,-0.40556626500000004
10m,ANALYSIS,EFFECTIVE_CONTINUATION,SELL_EFFECTIVE,1800,600,STALE,4,75.0,3.270803325,0.32745064
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,60,MISSING,44,56.81818181818182,0.15590899795454546,0.92591389
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,60,NATIVE_STALLED,1,100.0,0.37361064,0.37361064
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,60,OPPOSITE_DIRECTION,46,63.04347826086956,0.7816484893478264,0.6704146099999999
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,60,SAME_DIRECTION,21,42.857142857142854,0.32112528571428567,-0.18709599
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,60,STALE,5,40.0,1.8132110140000002,0.0
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,180,MISSING,40,55.0,2.717963889499999,1.830003805
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,180,OPPOSITE_DIRECTION,45,42.22222222222222,0.16339929822222246,-1.68413962
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,180,SAME_DIRECTION,20,50.0,0.3980644489999999,-0.038968550000000005
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,180,STALE,5,40.0,0.919635474,-2.24514487
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,300,MISSING,40,55.0,3.517779409250001,1.75123877
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,300,OPPOSITE_DIRECTION,39,51.282051282051285,1.2612732771794875,0.17151081
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,300,SAME_DIRECTION,19,36.8421052631579,0.1792900642105263,-1.24750499
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,300,STALE,5,40.0,3.114912068,-1.6370848
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,600,MISSING,34,79.41176470588235,8.721933027058824,9.450423624999999
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,600,OPPOSITE_DIRECTION,36,38.888888888888886,-1.598704168611111,-2.559208705
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,600,SAME_DIRECTION,17,64.70588235294117,0.6986275894117648,0.73290918
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,30,600,STALE,5,80.0,8.306009662,1.83977149
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,60,MISSING,40,55.0,1.1494407194999998,0.09998598
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,60,NATIVE_STALLED,1,100.0,0.12452583,0.12452583
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,60,OPPOSITE_DIRECTION,48,54.166666666666664,-0.34711768104166657,0.078144665
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,60,SAME_DIRECTION,27,51.851851851851855,0.25284503555555554,0.01558501
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,60,STALE,7,42.857142857142854,-0.66219789,-0.7328749
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,180,MISSING,38,55.26315789473684,3.7604178760526317,2.30891518
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,180,OPPOSITE_DIRECTION,44,47.72727272727273,-0.4516782043181818,-0.37444833
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,180,SAME_DIRECTION,25,20.0,-1.9751609964000005,-1.79859772
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,180,STALE,7,28.571428571428573,-2.153692641428571,-2.26073263
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,300,MISSING,38,60.526315789473685,4.1652441115789465,1.68167517
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,300,OPPOSITE_DIRECTION,43,48.83720930232558,0.18463445604651174,-0.0311726
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,300,SAME_DIRECTION,25,16.0,-2.8661451856,-3.20678468
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,300,STALE,7,28.571428571428573,-1.6016973885714287,-1.26303972
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,600,MISSING,33,84.84848484848484,9.548362635454545,11.74555199
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,600,OPPOSITE_DIRECTION,39,35.8974358974359,-2.1553471364102563,-1.64680403
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,600,SAME_DIRECTION,23,39.130434782608695,-1.3290557504347826,-0.74865943
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,60,600,STALE,7,100.0,1.9808864,1.32525706
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,60,MISSING,17,58.8235294117647,2.019030554705882,0.85963536
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,60,OPPOSITE_DIRECTION,44,36.36363636363637,-0.5192542468181819,0.0
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,60,SAME_DIRECTION,17,35.294117647058826,-0.5856333252941177,0.0
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,60,STALE,13,46.15384615384615,-1.3081440153846156,-0.26504397
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,180,MISSING,17,47.05882352941177,0.6472894370588234,-1.12208948
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,180,OPPOSITE_DIRECTION,44,50.0,-0.9975642620454543,-0.2493271
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,180,SAME_DIRECTION,17,17.647058823529413,-2.136098787647059,-2.462939
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,180,STALE,13,30.76923076923077,-1.9460157984615383,-2.24514487
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,300,MISSING,17,64.70588235294117,2.929847116470588,1.6154716
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,300,OPPOSITE_DIRECTION,43,51.16279069767442,-0.3612773048837209,0.17151081
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,300,SAME_DIRECTION,16,31.25,-3.6009379431250004,-3.27379386
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,300,STALE,13,30.76923076923077,-2.179927926923077,-1.6370848
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,600,MISSING,16,93.75,9.033469918125,10.498747965
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,600,OPPOSITE_DIRECTION,40,32.5,-1.81696346325,-1.57133617
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,600,SAME_DIRECTION,12,16.666666666666668,-2.3196420908333333,-0.991625695
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,180,600,STALE,13,46.15384615384615,-0.9238886330769229,-0.31181644
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,300,60,MISSING,7,42.857142857142854,-0.2396233371428571,-0.1230951
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,300,60,OPPOSITE_DIRECTION,26,57.69230769230769,0.18423841846153846,0.015604554999999999
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,300,60,SAME_DIRECTION,6,66.66666666666667,1.1130436866666666,1.143090615
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,300,60,STALE,10,70.0,0.37191973999999994,0.7326870249999999
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,300,180,MISSING,7,28.571428571428573,-1.3711183285714286,-1.49239724
10m,ANALYSIS,TRAPPED_REVERSAL,SELL_TRAPPED,300,180,OPPOSITE_DIRECTION,25,44.0,0.6223108583999998,-0.01558504
