source_dataset,direction_class,hypothesis,state,window_sec,horizon_sec,jst_hour,n,match_pct,flat_pct,signed_mean_bps,signed_median_bps
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,4,44,54.54545454545455,0.0,2.4766170772727274,1.53527372
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,5,44,52.27272727272727,0.0,1.3473156125000008,0.890068605
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,6,34,41.1764705882353,0.0,0.07598965529411783,-0.890077435
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,7,36,61.111111111111114,0.0,2.43770847,1.2966895649999999
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,8,17,29.41176470588235,0.0,-2.7100924047058825,-2.69707344
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,9,17,64.70588235294117,0.0,2.150909791764706,1.75536927
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,10,34,32.35294117647059,0.0,-0.6664314414705883,-2.534562705
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,11,21,61.904761904761905,0.0,2.852867674761905,5.11154563
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,12,29,72.41379310344827,0.0,4.6211547468965515,5.82781781
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,13,12,41.666666666666664,0.0,-1.5128127449999997,-2.752615035
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,14,3,33.333333333333336,0.0,-1.4390451166666665,-0.10937739
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,15,7,57.142857142857146,0.0,-0.2361876999999999,0.17183526
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,16,7,0.0,0.0,-1.4933339800000003,-1.64052503
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,17,9,88.88888888888889,0.0,2.1449955722222223,2.63355494
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,18,25,48.0,0.0,-0.6697275747999997,-0.1096268
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,19,10,80.0,0.0,2.0574187230000005,1.843832205
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,20,9,33.333333333333336,0.0,-1.5434118122222222,-1.04601041
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,21,32,34.375,0.0,-5.0301298193749995,-6.612622145
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,22,40,37.5,0.0,-4.795577822249999,-4.02288414
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,300,23,65,56.92307692307692,1.5384615384615385,0.30935926184615375,0.7329469
NEW_05M,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,60,600,0,29,48.275862068965516,0.0,-1.1064267855172423,-1.09008799
