source_dataset,sample_scope,direction_class,hypothesis,state,window_sec,horizon_sec,n,match_n,mismatch_n,flat_n,match_pct,flat_pct,raw_mean_bps,raw_p05_bps,raw_p25_bps,raw_median_bps,raw_p75_bps,raw_p95_bps,signed_mean_bps,signed_p05_bps,signed_p25_bps,signed_median_bps,signed_p75_bps,signed_p95_bps
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,300,600,272,134,138,0,49.26470588235294,0.0,-0.6105763113235295,-17.208109491499997,-4.8187725,-0.25777443,3.5939652,16.936018610999998,-0.6105763113235295,-17.208109491499997,-4.8187725,-0.25777443,3.5939652,16.936018610999998
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,900,60,88,32,48,8,36.36363636363637,9.090909090909092,-0.49214053715909073,-4.366919489,-1.518142175,-0.015627075,0.753079705,3.244179746499991,-0.49214053715909073,-4.366919489,-1.518142175,-0.015627075,0.753079705,3.244179746499991
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,900,180,85,38,45,2,44.705882352941174,2.3529411764705883,0.0954234558823528,-5.084480874,-1.5650821,-0.32812397,1.83928972,6.9259793059999994,0.0954234558823528,-5.084480874,-1.5650821,-0.32812397,1.83928972,6.9259793059999994
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,900,300,85,53,32,0,62.35294117647059,0.0,1.1091816909411765,-8.21895379,-1.35608226,0.71696878,2.70765609,10.583149209999998,1.1091816909411765,-8.21895379,-1.35608226,0.71696878,2.70765609,10.583149209999998
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,900,600,81,41,40,0,50.617283950617285,0.0,0.584096038271605,-10.6522628,-3.81616966,0.03115624,4.39539813,15.32256698,0.584096038271605,-10.6522628,-3.81616966,0.03115624,4.39539813,15.32256698
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,1800,60,33,13,16,4,39.39393939393939,12.121212121212121,0.13004032606060603,-2.218628168,-0.92311688,0.0,0.35331889,3.3135530919999967,0.13004032606060603,-2.218628168,-0.92311688,0.0,0.35331889,3.3135530919999967
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,1800,180,32,12,19,1,37.5,3.125,-0.52908727875,-4.394784718,-2.7413273375,-0.758566335,0.7336080925,2.2463100085,-0.52908727875,-4.394784718,-2.7413273375,-0.758566335,0.7336080925,2.2463100085
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,1800,300,32,15,17,0,46.875,0.0,-0.7835533412499999,-7.698019725,-2.8238691200000003,-0.34351015,1.413922775,2.9101695375,-0.7835533412499999,-7.698019725,-2.8238691200000003,-0.34351015,1.413922775,2.9101695375
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,EFFECTIVE_CONTINUATION,BUY_EFFECTIVE,1800,600,30,16,14,0,53.333333333333336,0.0,-0.0939308496666665,-5.570907291499999,-3.0469328325000005,0.522602565,3.0692714125,3.7338754565,-0.0939308496666665,-5.570907291499999,-3.0469328325000005,0.522602565,3.0692714125,3.7338754565
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,30,60,187,88,99,0,47.05882352941177,0.0,0.6456115640106953,-7.84873428,-2.2570842,0.43044607,2.79711683,9.564761893999997,-0.6456115640106953,-9.564761894,-2.79711683,-0.43044607,2.2570842,7.848734279999996
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,30,180,181,69,111,1,38.12154696132597,0.5524861878453039,1.6094546516022095,-11.71260316,-2.34471652,1.43758115,4.9166869,16.12137716,-1.6094546516022095,-16.12137716,-4.9166869,-1.43758115,2.34471652,11.71260316
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,30,300,176,71,105,0,40.34090909090909,0.0,1.9154722646590907,-16.26811401,-3.093078105,1.7588796,7.818953405,18.7149596625,-1.9154722646590907,-18.7149596625,-7.818953405,-1.7588796,3.093078105,16.26811401
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,30,600,160,82,77,1,51.25,0.625,-1.9230404819375007,-46.041306947,-7.421009805,-0.257043285,6.71838598,28.661003126999997,1.9230404819375007,-28.661003127,-6.71838598,0.257043285,7.421009805,46.041306946999995
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,60,60,124,64,60,0,51.61290322580645,0.0,-0.8086851493548386,-8.630988529000001,-3.2273778475,-0.15503674,2.2085031975,4.6131063475,0.8086851493548386,-4.6131063475,-2.2085031975,0.15503674,3.2273778475,8.630988529
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,60,180,121,62,59,0,51.239669421487605,0.0,-1.2792692313223137,-15.34888418,-7.15778756,-0.80303423,3.57959294,14.24949282,1.2792692313223137,-14.24949282,-3.57959294,0.80303423,7.15778756,15.34888418
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,60,300,115,61,54,0,53.04347826086956,0.0,-1.7493266398260878,-32.689519937,-6.250970365000001,-0.63926457,5.3929798,17.779596242999997,1.7493266398260878,-17.779596243,-5.3929798,0.63926457,6.250970365000001,32.689519937
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,60,600,106,58,47,1,54.716981132075475,0.9433962264150944,-4.321970620377358,-50.8793673725,-11.815227782500001,-0.5313571,3.9168685425,26.2702610975,4.321970620377358,-26.2702610975,-3.9168685425,0.5313571,11.815227782500001,50.8793673725
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,180,60,63,28,34,1,44.44444444444444,1.5873015873015872,-0.23154075317460324,-7.3139540830000005,-1.8404603,0.19988653,2.03264607,2.8060876710000002,0.23154075317460324,-2.8060876710000002,-2.03264607,-0.19988653,1.8404603,7.313954083
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,180,180,59,29,30,0,49.152542372881356,0.0,-0.7411161903389826,-12.357895547,-2.578588075,0.03112748,2.839078055,5.875707478999998,0.7411161903389826,-5.875707479,-2.839078055,-0.03112748,2.578588075,12.357895546999996
NEW_05M,ALL_QUALITY_VALID,ANALYSIS,TRAPPED_REVERSAL,BUY_TRAPPED,180,300,57,29,28,0,50.87719298245614,0.0,-1.280776331754386,-13.561542236,-2.97819284,-0.26110503,2.05248133,7.377867641999973,1.280776331754386,-7.377867641999998,-2.05248133,0.26110503,2.97819284,13.561542235999987
